,Artist,Track,Spotify_ID,danceability,energy,acousticness,instrumentalness,liveness,valence,tempo,key,loudness,mode,duration_ms,time_signature
166,Chase Bryant,Little Bit Of You,4AumKAnMygP1baZGTZrRdp,0.612,0.865,0.0639,0,0.0801,0.643,121.972,1,-4.277,1,186240,4
167,Mark Ronson Featuring Bruno Mars,Uptown Funk!,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0.00801,8.15e-05,0.0344,0.928,114.988,0,-7.223,1,269667,4
168,Gwen Stefani,Make Me Like You,2WIxwn8LZRI7knO1VbwdaE,0.741,0.714,0.0403,1.58e-05,0.127,0.799,118.036,5,-4.739,0,216947,4
169,Adele,All I Ask,05TOt5Vz4StdjMpEdFPlvB,0.591,0.28,0.889,0,0.124,0.348,141.916,4,-5.494,1,271800,4
170,Sia Featuring Sean Paul,Cheap Thrills,3S4px9f4lceWdKf0gWciFu,0.628,0.698,0.0472,0.00143,0.0907,0.732,89.976,6,-5.608,0,211667,4
171,Zara Larsson & MNEK,Never Forget You,6hmhG1b4LEyNuashVvuIAo,0.583,0.732,0.00312,9.86e-06,0.269,0.276,145.992,11,-5.728,0,213428,4
172,DJ Luke Nasty,Might Be,7KLB6Jptw9wyQXkSLiO8qh,0.448,0.782,0.378,0,0.114,0.694,74.037,9,-6.766,0,210704,4
173,Chris Young Duet With Cassadee Pope,Think Of You,1MwhjvmxOhPTgs4BuHFP8t,0.632,0.323,0.811,0,0.102,0.769,171.053,10,-14.042,0,46253,4
174,Kid Ink Featuring Fetty Wap,Promise,5IZc3KIVFhjzJ0L2kiXzUl,0.797,0.469,0.0599,0,0.0753,0.481,103.057,8,-8.112,1,224240,4
175,Lee Brice,That Don't Sound Like You,2l1fWY1albInvAG9t8WP2p,0.543,0.589,0.0236,2.99e-05,0.0798,0.255,129.813,4,-9.496,1,210573,4
176,Ruth B,Lost Boy,4h0zU3O9R5xzuTmNO7dNDU,0.71,0.0565,0.965,0,0.0889,0.348,123.994,7,-15.099,1,275280,4
177,Dustin Lynch,Mind Reader,2MNapHbu7QASoukvVVIxyr,0.394,0.8,0.0266,0,0.184,0.525,162.053,4,-4.17,0,185413,4
178,Migos,Look At My Dab,20n5AhSbetBMt6Xbrm4fa7,0.841,0.611,0.0568,0,0.47,0.391,137.048,10,-3.943,1,217226,4
179,Disturbed,The Sound Of Silence,1Cj2vqUwlJVG27gJrun92y,0.322,0.28,0.468,1.1e-06,0.102,0.175,85.794,6,-9.367,0,248467,4
180,Alessia Cara,Wild Things,2ZyuwVvV6Z3XJaXIFbspeE,0.741,0.626,0.02,0,0.0828,0.706,108.029,1,-4.826,0,188493,4
181,Ty Dolla $ign Featuring E-40,Saved,5UPNBWFU2TEf9kauIITfBs,0.77,0.69,0.265,0,0.128,0.732,103.035,1,-5.565,1,178507,4
182,O.T. Genasis Featuring Young Dolph,Cut It,376KnY4TrgBITxjlnbnmIy,0.875,0.673,0.135,0,0.292,0.231,130.0,7,-4.184,1,222600,4
183,Desiigner,Panda,275a9yzwGB6ncAW4SxY7q3,0.685,0.731,0.0292,0,0.369,0.266,145.245,10,-5.503,0,247867,4
184,Belly Featuring The Weeknd,Might Not,5e9aFSdnkQUrm5y8Dhw0qN,0.792,0.563,0.318,0,0.13,0.321,134.022,1,-4.836,1,224213,4
185,Kelly Clarkson,Piece By Piece,3KbFtYPyVP6C7BQVgH2cCf,0.561,0.245,0.904,0,0.0933,0.402,109.558,1,-6.372,1,212280,4
186,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,4tCtwWceOPWzenK2HAIJSb,0.803,0.585,0.103,3.94e-06,0.0644,0.593,105.017,8,-5.861,1,214480,4
187,Zayn,It's You,6dtWKqqdveI3YvdYJQKWWn,0.611,0.319,0.815,0.0151,0.108,0.176,124.92,5,-10.743,1,226653,4
188,Flo Rida Featuring Jason Derulo,Hello Friday,2UIRHeHi72VP5WBMAfkPe5,0.768,0.881,0.0188,3.65e-06,0.298,0.502,99.98,9,-4.392,0,201238,4
189,Thomas Rhett,T-Shirt,1zWZvrk13cL8Sl3VLeG57F,0.634,0.862,0.0287,0,0.0217,0.767,95.989,2,-5.337,1,227693,4
190,Lady Gaga,Til It Happens To You,0bCCGLHflR08UVA6oJJc8I,0.401,0.539,0.565,0,0.0933,0.15,113.87,0,-4.719,1,258093,4
191,Jon Pardi,Head Over Boots,4ly1QBXEwYoDmje9rmEgC4,0.563,0.688,0.0763,0,0.0863,0.622,108.008,7,-4.474,1,202347,4
192,Meghan Trainor,No,0l0CvurVUrr2w3Jj1hOVFc,0.557,0.803,0.0124,1.61e-06,0.737,0.657,92.134,1,-3.599,0,213507,4
193,Blake Shelton,Came Here To Forget,1N7qGCKRRnvjoy8MGyHgpS,0.613,0.667,0.356,1.29e-05,0.111,0.481,130.023,1,-6.874,0,220413,4
194,Shakira,Try Everything,1N3dZ7TTWO6VcD4Y3hHYLZ,0.705,0.609,0.0257,0,0.0846,0.476,115.474,1,-4.897,1,196853,4
195,Taylor Swift,New Romantics,6rZVy6FIG7lSJQMFXHo12z,0.633,0.889,0.00463,0.000458,0.0658,0.584,121.956,5,-5.87,1,230467,4
196,Kendrick Lamar,Untitled 02 l 06.23.2014.,3I0FBDc1c1BLNtXWKVjmFg,0.667,0.508,0.341,0,0.644,0.093,89.436,5,-10.337,1,258827,3
197,Jake Owen,American Country Love Song,0O1x2tRm8ZpfDbcpOWZp7z,0.529,0.891,0.0457,0,0.0942,0.329,104.031,8,-4.36,1,199747,4
198,Justin Bieber,Company,61uyGDPJ06MkxJtHgPmuyO,0.59,0.797,0.132,0,0.0846,0.425,94.948,4,-4.901,0,208120,4
199,Kendrick Lamar,Untitled 07 l Levitate,6QvxTX9zvo4u7XhP9vOP3n,0.79,0.47,0.49,0,0.0884,0.53,126.992,1,-8.594,1,146467,4
200,Zendaya Featuring Chris Brown,Something New,1z15fhSgN6U2k4gqA1Zu4j,0.469,0.773,0.104,0,0.0753,0.308,204.103,0,-4.741,1,212907,4
201,2 Chainz Featuring Lil Wayne,Gotta Lotta,1gpSrGUfU3F9TOzPlEyLxH,0.512,0.599,0.00278,0,0.0803,0.146,109.345,7,-7.29,0,214720,5
202,Ariana Grande,Dangerous Woman,6RUhbFEhrvGISaQ8u2j2JN,0.664,0.602,0.0529,0,0.356,0.289,134.049,4,-5.369,0,235947,3
203,Zayn,Like I Would,1zWMf9bVyhY5W3ZORbjNWt,0.565,0.832,0.0247,0,0.26,0.233,112.827,10,-5.732,0,192133,4
204,twenty one pilots,Ride,2Z8WuEywRWYTKe1NybPQEW,0.645,0.713,0.00835,0,0.113,0.566,74.989,6,-5.355,1,214507,4
205,Major Lazer Featuring Nyla & Fuse ODG,Light It Up,500mvzh7TRZ0YdnVeHhj8b,0.747,0.877,0.0375,0.000833,0.233,0.752,107.991,9,-3.782,0,166138,4
206,Jonas Blue Featuring Dakota,Fast Car,2mCF8L0brIs88eH6Kf2h9p,0.644,0.57,0.484,0,0.299,0.527,113.945,9,-6.994,1,212424,4
207,Iggy Azalea,Team,2bocAPQcUTLUXx8lAOTiK3,0.891,0.692,0.0545,0,0.608,0.218,100.023,4,-4.989,1,209467,4
208,Ariana Grande,Be Alright,4gfOOBI36Z94x9Gai61XP4,0.813,0.456,0.169,2.86e-06,0.105,0.587,108.801,1,-7.667,0,179293,4
209,Dreezy Featuring Jeremih,Body,20s34XSPIiYMGSFDRSs24t,0.735,0.567,0.554,0,0.0659,0.574,149.968,0,-5.962,1,232707,4
210,Nick Jonas Featuring Tove Lo,Close,3lSDIJ2abCrOdDJ6pshUap,0.654,0.623,0.253,0,0.144,0.401,123.996,6,-5.273,0,234213,4
211,Kenny Chesney,Noise,0XN2BcoaKE4Z2hnq1ZeDY1,0.58,0.799,0.0095,0,0.0925,0.583,109.965,0,-4.146,1,203760,4
212,Young Thug,With Them,0tISnxqgVmxqhVghsTi2Rr,0.926,0.517,0.00218,0,0.091,0.284,132.07,9,-6.794,1,197747,4
213,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",All The Way Up,61QSuw5VlC0LTS8WMO356g,0.536,0.721,0.062,0,0.824,0.393,117.139,10,-6.44,0,191942,5
214,Luke Bryan,"Huntin', Fishin' And Lovin' Every Day",0dbzWSYpMcRtwjI1S7Pkql,0.543,0.81,0.14,1.23e-05,0.145,0.395,76.978,0,-4.275,1,278613,4
215,Young Thug,Digits,4cg1yakyRSIOjxKM2I7J1q,0.769,0.632,0.0325,0,0.116,0.294,131.932,10,-4.228,0,176387,4
216,Young Greatness,Moolah,5htB2gxndGHrLb09x1Q3Vp,0.773,0.56,0.0258,0,0.328,0.26,128.091,9,-5.742,1,204027,4
217,A$AP Ferg Featuring Future,New Level,11BIoKDpTJHX5mZt6p566h,0.526,0.655,0.0566,0,0.116,0.156,121.127,1,-4.208,0,267212,4
218,MadeinTYO,Uber Everywhere,7zBPzAjKAqQpcv8F8GCq5s,0.779,0.455,0.0542,0,0.177,0.197,140.181,1,-15.025,1,153429,4
219,Drake Featuring The Throne,Pop Style,5mPSyjLatqB00IkPqRlbTE,0.713,0.462,0.192,2.16e-06,0.105,0.0594,133.053,7,-10.027,1,212947,4
220,Drake Featuring WizKid & Kyla,One Dance,1zi7xx7UVEFkmKfv06H8x0,0.792,0.625,0.00776,0.0018,0.329,0.37,103.967,1,-5.609,1,173987,4
221,Kanye West,Famous,19a3JfW8BQwqHWUMbcqSx8,0.465,0.735,0.0711,0,0.0975,0.409,173.935,6,-3.715,1,196040,4
222,Kanye West,Father Stretch My Hands Pt. 1,4KW1lqgSr8TKrvBII0Brf8,0.724,0.573,0.118,0,0.538,0.438,113.088,7,-4.113,1,135920,4
223,Jason Aldean,Lights Come On,4llYMkhHa1w7UAdDFRQcEZ,0.567,0.839,0.0489,0,0.103,0.903,160.062,6,-4.048,0,194507,4
224,Kanye West,Pt. 2,1Wsbr1d2BouNGk2q92mIj7,0.674,0.752,0.552,0,0.787,0.236,145.076,11,-4.073,1,130293,4
225,Kanye West,Ultralight Beam,1eQBEelI2NCy7AUTerX0KS,0.592,0.403,0.62,0,0.54,0.391,105.169,0,-8.768,0,320680,4
226,Kanye West,Waves,3nAq2hCr1oWsIU54tS98pL,0.557,0.586,0.0528,7.33e-06,0.339,0.0681,96.091,10,-4.57,1,181573,4
227,Keith Urban,Wasted Time,13wYXGimJ5fANFu0y2pqG1,0.625,0.825,0.0621,0,0.0753,0.341,100.004,7,-5.758,1,233827,4
228,Rihanna,Kiss It Better,0UHB9METy4VCXNgkcGqHqS,0.619,0.806,0.272,0,0.0671,0.877,95.0,3,-4.8,0,253080,4
229,Kanye West,FML,30Zcjs7pgEkmJA1lEbGSWT,0.527,0.415,0.329,0,0.195,0.12,125.357,5,-7.184,1,236120,4
230,Kanye West,Real Friends,66Q3fAmSX5eHamgbKa9alP,0.441,0.744,0.262,0.000382,0.138,0.124,81.396,6,-6.248,0,251573,4
231,PARTYNEXTDOOR Featuring Drake,Come And See Me,1wZqJM5FGDEl3FjHDxDyQd,0.717,0.347,0.0511,2.43e-06,0.087,0.0589,84.987,11,-10.265,0,235477,4
232,Flume Featuring Kai,Never Be Like You,5WI2ltQIdwgzf1SNE76JyR,0.444,0.557,0.453,0,0.152,0.296,115.058,0,-5.476,1,234910,4
233,Kanye West,Feedback,49fT6owWuknekShh9utsjv,0.811,0.566,0.563,0,0.104,0.169,100.224,8,-6.033,0,147240,4
234,Eric Church,Record Year,5fSPbm5lcwtqwXkeQQswW8,0.589,0.641,0.205,0,0.0864,0.57,160.031,5,-8.12,1,179347,4
235,Pitbull Featuring Enrique Iglesias,Messin' Around,2moTY9zKAZkRsODU4TUXY6,0.576,0.807,0.0157,0,0.0338,0.765,158.002,2,-4.602,1,223265,4
236,Yo Gotti Featuring E-40,Law,7mhk9WyqZZzvTTCQKfh2iV,0.882,0.699,0.0196,0,0.0469,0.42,145.008,2,-5.572,1,257267,4
237,Alan Walker,Faded,7gHs73wELdeycvS48JfIos,0.589,0.651,0.0291,3.2e-06,0.111,0.166,90.011,6,-5.097,1,212627,4
238,Jennifer Lopez,Ain't Your Mama,2hgzdQdnfWwtdpZbhZlV72,0.757,0.678,0.0472,9.14e-06,0.0654,0.82,120.075,8,-5.529,0,218235,4
239,Jason Derulo,If It Ain't Love,5YHR8wBR5jXfGtP766NiAT,0.503,0.843,0.0487,0,0.344,0.778,128.63,10,-4.991,0,203105,4
240,Prince And The Revolution,Purple Rain,54X78diSLoUDI3joC2bjMz,0.367,0.452,0.0353,0.00228,0.689,0.189,113.066,10,-10.422,1,520787,4
241,Prince,When Doves Cry,51H2y6YrNNXcy3dfc3qSbA,0.729,0.989,0.0102,4.45e-05,0.443,0.84,126.47,9,-4.613,0,352906,4
242,Prince And The Revolution,Kiss,62LJFaYihsdVrrkgUOJC05,0.898,0.271,0.0135,0.00138,0.0461,0.742,111.485,7,-12.238,1,226240,4
243,Prince,Little Red Corvette,4N1dFbXmRng8qJ3KdJrbLr,0.789,0.808,0.148,1.32e-05,0.84,0.803,123.011,1,-6.176,1,188373,4
244,Prince And The Revolution,Let's Go Crazy,0QeI79sp1vS8L3JgpEO7mD,0.309,0.93,0.0192,0.0022,0.106,0.376,195.815,11,-6.399,1,280000,4
245,Prince,1999,2QSUyofqpGDCo026OPiTBQ,0.864,0.826,0.23,2.36e-06,0.0663,0.596,118.955,10,-5.496,1,373747,4
246,P!nk,Just Like Fire,7K5dzhGda2vRTaAWYI3hrb,0.632,0.702,0.0114,0,0.108,0.523,162.958,7,-5.92,1,215414,4
247,Future,Wicked,6BbINUfGabVyiNFJpQXn3x,0.718,0.679,0.00191,0.0104,0.385,0.205,157.97,11,-5.899,0,173347,4
248,gnash Featuring Olivia O'Brien,I Hate U I Love U,7vRriwrloYVaoAe3a9wJHe,0.492,0.275,0.687,0,0.101,0.18,92.6,6,-13.4,0,251034,4
249,Grace Featuring G-Eazy,You Don't Own Me,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found
250,Ariana Grande Featuring Lil Wayne,Let Me Love You,49vZduMPCMnDDrl1WBxUDk,0.527,0.435,0.0295,0,0.243,0.0781,102.698,2,-8.363,1,223853,3
251,Beyonce,Formation,6g0Orsxv6glTJCt4cHsRsQ,0.896,0.621,0.00532,0,0.196,0.818,121.966,5,-6.857,0,206080,4
252,Beyonce,Sorry,0lnIJmgcUpEpe4AZACjayW,0.775,0.598,0.00175,4.44e-06,0.253,0.356,129.988,2,-7.274,1,232560,4
253,Beyonce,Hold Up,0rzNMzZsubFcXSEh7dnem7,0.524,0.397,0.745,0,0.521,0.552,80.744,0,-11.936,1,221093,4
254,Beyonce Featuring The Weeknd,6 Inch,0pxNyJJiL2zZZ5GgJ4JhsQ,0.516,0.637,0.0433,3.89e-06,0.11,0.324,138.011,6,-8.832,1,260440,4
255,Beyonce Featuring Jack White,Don't Hurt Yourself,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found
256,Prince And The Revolution,Raspberry Beret,2I1W3hcSsPIsEJfD69pHrW,0.761,0.67,0.21,0.000426,0.0684,0.91,120.75,2,-12.759,1,215173,4
257,Beyonce Featuring Kendrick Lamar,Freedom,7aBxcRw77817BrkdPChAGY,0.437,0.803,0.0376,0,0.683,0.406,84.378,2,-6.412,1,289760,4
258,Beyonce,Pray You Catch Me,7rLDARtJALM7QdiJDMXW7m,0.25,0.215,0.632,0.0717,0.401,0.0746,174.824,8,-13.676,0,195987,3
259,Beyonce,All Night,7oAuqs6akGnPU3Tb00ZmyM,0.574,0.573,0.392,2.16e-05,0.0933,0.626,136.304,11,-7.079,1,322000,4
260,Prince And The Revolution,I Would Die 4 U,6fBwVe6udYdnRqwqo06if8,0.731,0.75,0.0862,0.000388,0.202,0.639,135.406,2,-10.457,1,178987,4
261,Beyonce,Daddy Lessons,71OvX5NNLrmz7rpq1ANTQn,0.643,0.503,0.273,0,0.349,0.598,90.886,7,-8.37,1,287987,4
262,Beyonce,Sandcastles,2FNPJWVdGxYhWaotd6rULS,0.33,0.357,0.866,1.76e-05,0.19,0.101,84.119,10,-10.171,1,182720,3
263,Beyonce,Love Drought,2RQAG0wQt35UzAPEyVJFWN,0.455,0.535,0.0209,0.64,0.126,0.216,157.01,9,-10.602,0,237440,4
264,Beyonce Featuring James Blake,Forward,2bOWJIYSbhwg2NMQq1QMYH,0.387,0.133,0.947,0.0591,0.107,0.0498,124.397,7,-15.633,0,79200,4
265,Fetty Wap,Wake Up,6BOtDFg6GJm0rPUDuNmx57,0.647,0.673,0.172,0,0.223,0.527,179.971,5,-5.992,1,224000,4
266,Post Malone,Go Flex,5yuShbu70mtHXY0yLzCQLQ,0.665,0.498,0.228,0,0.0757,0.127,81.967,5,-8.185,1,179613,4
267,Calvin Harris Featuring Rihanna,This Is What You Came For,0azC730Exh71aQlOt9Zj3y,0.631,0.927,0.199,0.119,0.148,0.465,123.962,9,-2.787,0,222160,4
268,Florida Georgia Line,H.O.L.Y.,0BCy325UZyR9z0t0uxwn2N,0.523,0.666,0.401,0,0.0728,0.564,78.077,7,-4.081,0,194187,4
269,Ghost Town DJ's,My Boo,4c0rkFPszqQTyC753tsCMU,0.885,0.477,0.000131,0.000664,0.336,0.691,130.078,6,-9.196,0,346840,4
270,Drake,Hype,5NFYuqu8V6QXc6mzcLImd6,0.787,0.635,0.0253,0,0.357,0.237,130.018,4,-8.271,0,209413,4
271,Drake,Controlla,3O8NlPh2LByMU9lSRSHedm,0.59,0.468,0.0789,0,0.101,0.349,92.287,10,-11.083,0,245227,4
272,Drake Featuring Future,Grammys,5e574bhjycX1eH2l4Auage,0.676,0.432,0.00163,3.84e-06,0.0799,0.12,145.869,1,-9.51,1,220427,4
273,Drake,Still Here,433P7tDcIAi6NLnf4Sh6tI,0.834,0.433,0.0258,0,0.633,0.229,133.938,0,-9.607,1,189853,3
274,Drake,U With Me?,03L2AoiRbWhvt7BDMx1jUB,0.429,0.43,0.338,1.18e-05,0.138,0.125,174.983,2,-11.373,1,297373,4
275,Drake,9,1C7KSXR2GVxknex6I4ANco,0.68,0.712,0.000803,0.000612,0.237,0.0379,100.009,10,-7.184,1,255787,4
276,Drake Featuring PARTYNEXTDOOR,With You,3aJkV6DUTSCqOwVwaBDG9B,0.878,0.406,0.134,0.000234,0.112,0.784,128.014,1,-9.961,1,195053,4
277,Drake,Childs Play,3NxAG2ni1lLa8RKL6a0INc,0.746,0.475,0.0175,1.1e-05,0.197,0.292,80.006,10,-11.243,0,241400,4
278,Drake Featuring Rihanna,Too Good,3BtuIIrQlkujKPuWF2B85z,0.794,0.653,0.0489,4.88e-05,0.1,0.397,117.996,7,-7.839,1,263373,4
279,Drake,Feel No Ways,3cjF2OFRmip8spwZYQRKxP,0.582,0.677,0.0312,6.6e-06,0.122,0.205,193.818,7,-7.081,1,240653,4
280,Drake,Weston Road Flows,4PA16FAl8LPmFmOhARawdV,0.623,0.74,0.0635,0,0.366,0.35,82.877,1,-6.942,1,253533,4
281,Drake,Redemption,4cRBqWBjuccCowYVHFlXK6,0.694,0.314,0.611,2.07e-06,0.117,0.341,119.905,0,-7.82,1,333947,4
282,Kent Jones,Don't Mind,27PmvZoffODNFW2p7ehZTQ,0.464,0.771,0.0235,0,0.063,0.69,158.777,8,-4.503,1,198237,4
283,Drake,Keep The Family Close,7sBwAWyXfiIgrYQ8BaJESH,0.378,0.566,0.149,0,0.382,0.196,87.691,9,-7.685,0,328907,3
284,Drake Featuring Pimp C & dvsn,Faithful,2qLcJOLrh6Djda4uLbldSA,0.536,0.449,0.11,1.49e-05,0.284,0.171,99.889,1,-10.499,1,290133,4
285,Zedd & Kesha,True Colors,71qR03VPn762lG8esdRmkR,0.568,0.794,0.398,3.95e-05,0.104,0.489,126.023,2,-3.317,0,224867,4
286,Drake,Fire & Desire,4BhGTc3Cgay2U1QcTS7vQe,0.722,0.252,0.0671,0,0.0852,0.275,79.923,1,-14.411,0,238120,4
287,Drake,Views,7MjSipTto9QljYzZnloXOn,0.395,0.852,0.0657,0,0.262,0.112,76.428,5,-5.896,1,311960,4
288,Justin Timberlake,Can't Stop The Feeling!,1WkMMavIMc4JZ8cfMmxHkI,0.669,0.832,0.0106,0,0.0968,0.7,113.035,0,-5.72,1,237547,4
289,Blake Shelton Featuring Gwen Stefani,Go Ahead And Break My Heart,6eJBihAzTWRxvvjJWuRQXM,0.618,0.731,0.0714,5.05e-05,0.421,0.352,116.008,7,-5.181,1,263800,4
290,Ariana Grande,Into You,63y6xWR4gXz7bnUGOk8iI6,0.623,0.734,0.0162,1.75e-06,0.145,0.37,107.853,9,-5.948,1,244453,4
291,Carrie Underwood,Church Bells,67citk3uzWs5qbaIVKTeg8,0.575,0.844,0.226,0,0.0538,0.542,87.007,3,-1.772,0,193333,4
292,Meghan Trainor,Me Too,3KwwE4sgCzMaKWq6QBebmX,0.934,0.694,0.0971,1.2e-06,0.477,0.833,123.831,11,-5.849,0,181240,4
293,OneRepublic,Wherever I Go,7kftK4n15rl1wbpfjSq2Tk,0.54,0.675,0.1,0,0.237,0.348,99.97,10,-6.449,0,169773,4
294,Keith Urban Featuring Carrie Underwood,The Fighter,5OUSPcqhYTOzpbXzoEvKim,0.681,0.845,0.0304,0,0.197,0.761,132.023,11,-5.147,0,184040,4
295,Chance The Rapper Featuring Lil Wayne & 2 Chainz,No Problem,0v9Wz8o0BT8DU38R4ddjeH,0.652,0.795,0.156,0,0.123,0.788,135.018,11,-5.192,0,304607,4
296,ScHoolboy Q Featuring Kanye West,THat Part,2yJ9GVCLMmzBBfQAnfzlwr,0.927,0.535,0.0855,0,0.136,0.336,112.96,6,-7.59,0,313573,4
297,Chance The Rapper Featuring Ty Dolla $ign,Blessings,2VQc9orzwE6a5qFfy54P6e,0.714,0.343,0.723,5.48e-06,0.102,0.372,72.348,10,-7.641,1,221940,4
298,Adam Wakefield,I'm Sorry,1LWgoxKUgZIeodlLY7n3vA,0.469,0.456,0.627,0,0.109,0.252,139.833,1,-4.612,1,208720,4
299,X Ambassadors,Unsteady,7lGKEWMXVWWTt3X71Bv44I,0.389,0.665,0.178,0.000732,0.116,0.199,117.055,0,-6.169,1,193547,4
300,Adele,Send My Love (To Your New Lover),0t7fVeEJxO2Xi4H2K5Svc9,0.688,0.533,0.0355,3.48e-06,0.172,0.567,164.069,6,-8.363,0,223079,4
301,Adam Wakefield,Lonesome Broken And Blue,1mx5Q2cmOzUUjEURXbJNOB,0.425,0.543,0.609,0.00201,0.313,0.316,136.537,4,-5.179,1,232853,4
302,Rihanna,Love On The Brain,5oO3drDxtziYU2H1X23ZIp,0.509,0.637,0.0717,1.08e-05,0.0789,0.378,172.006,4,-4.83,0,224000,3
303,Dan + Shay,From The Ground Up,0lQJBl9YEsoMtE8D4yTE9g,0.281,0.58,0.333,0,0.122,0.282,151.568,9,-5.967,1,253933,3
304,Hannah Huston,Every Breath You Take,4hZu7IefxrjzuoGjhWmhOu,0.237,0.445,0.483,0.00216,0.151,0.0923,149.099,4,-5.756,0,191693,4
305,Kiiara,Gold,6ZSO7kPn8IMJFymyticbJO,0.6,0.412,0.615,0.0025,0.134,0.408,113.049,8,-9.343,1,225882,5
306,Nicky Jam,With You Tonight / Hasta El Amanecer,2GICtNjlmq5w1XIQ9s0D9y,0.781,0.588,0.317,0,0.0983,0.564,93.979,6,-5.348,0,208973,4
307,Alisan Porter,Down That Road,3sS03NvxbrVgFNZgvnR26k,0.445,0.568,0.539,0,0.101,0.437,143.717,5,-5.484,1,232827,4
308,Selena Gomez,Kill Em With Kindness,1QNoKVgA758HFLu3TW2q7R,0.757,0.884,0.00795,5.87e-05,0.0973,0.398,120.012,10,-5.488,0,217907,4
309,Kelsea Ballerini,Peter Pan,2wqXQjOmQ9KoBm9Ssgt4Fo,0.514,0.659,0.0284,0,0.266,0.463,76.483,1,-6.142,1,200040,4
310,Sam Hunt,Make You Miss Me,0xwPzLmBAYro8BUz7MrtAo,0.614,0.472,0.158,0,0.111,0.168,146.005,7,-6.626,1,225693,4
311,Dierks Bentley Featuring Elle King,Different For Girls,5HJId22hZ2IvFnvNSy6ZbE,0.655,0.768,0.385,0.000257,0.0733,0.431,92.021,4,-5.616,1,180360,4
312,Chris Lane,Fix,6gXuwld0PRtinePSXV2Vn1,0.532,0.883,0.0951,0,0.304,0.7,99.995,0,-2.743,0,190240,4
313,Daya,"Sit Still, Look Pretty",0EGuSSpuu9wmHCtvb4PdLO,0.655,0.74,0.14,0,0.106,0.543,182.105,2,-4.081,1,202221,4
314,DJ Khaled Featuring Drake,For Free,4JDZl9nKIAhAhDjw753u4X,0.916,0.571,0.0173,1.11e-06,0.153,0.498,103.521,10,-8.241,0,183695,4
315,Shawn Mendes,Treat You Better,3QGsuHI8jO1Rx4JWLUh9jd,0.444,0.819,0.106,0,0.107,0.747,82.695,10,-4.078,0,187973,4
316,Mike WiLL Made-It x Rihanna,Nothing Is Promised,4MdQkwmoI9lrUfHGD7wOzy,0.735,0.494,0.0108,1.05e-06,0.108,0.143,135.159,8,-7.607,0,170752,4
317,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",Champions,2nBI3iWLhupR7LyAJ5GGkE,0.692,0.774,0.0623,0,0.873,0.349,134.952,6,-2.48,0,334253,4
318,D.R.A.M. Featuring Lil Yachty,Broccoli,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found
319,Jacob Sartorius,Sweatshirt,0B3LaidsxjnBTUlKgKQQe5,0.667,0.492,0.321,0,0.0744,0.796,95.976,8,-8.612,1,171250,4
320,Lil Uzi Vert,Money Longer,0B8QzDH7YWih85V5SEMnyJ,0.795,0.568,0.0541,0,0.108,0.478,136.173,5,-7.817,0,198944,4
321,Wale,My PYT,2Fe6gDE0mCZz0g98i5QpVL,0.554,0.481,0.0139,0,0.0787,0.456,191.991,0,-9.823,1,236867,4
322,DNCE,Toothbrush,7ciLq0Cip0yxiz6KANrOUq,0.556,0.785,0.122,0,0.468,0.825,104.978,7,-5.842,1,231813,4
323,twenty one pilots,Heathens,6i0V12jOa3mr6uu4WYhUBr,0.732,0.396,0.0841,3.58e-05,0.105,0.548,90.024,4,-9.348,0,195920,4
324,Red Hot Chili Peppers,Dark Necessities,2oaK4JLVnmRGIO9ytBE1bt,0.7,0.742,0.0722,0.0199,0.11,0.197,91.959,5,-6.777,0,302000,4
325,Fifth Harmony Featuring Fetty Wap,All In My Head (Flex),7nD9nN3jord9wWcfW3Gkcm,0.689,0.791,0.023,0,0.0526,0.755,95.04,0,-5.194,0,210573,4
326,Broadway For Orlando,What The World Needs Now Is Love,7IYU41rxDOremaBZi0vEMn,0.514,0.414,0.716,0,0.216,0.236,109.9,11,-7.367,0,224000,3
327,Kane Brown,Ain't No Stopping Us Now,2I5ao7JannZZMlweLTz0hO,0.494,0.885,0.000171,0,0.114,0.471,75.992,10,-5.725,1,182720,4
328,YG Featuring Drake & Kamaiyah,Why You Always Hatin?,4ezAjoV01phDz1SqO6SzEU,0.925,0.355,0.0413,0,0.141,0.383,92.988,0,-9.309,0,196587,4
329,David Nail,Night's On Fire,5y2pNuAvWcPKiORZ12e44S,0.54,0.776,0.243,0,0.378,0.784,164.046,4,-4.155,1,189733,4
330,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",Sucker For Pain,4dASQiO1Eoo3RJvt74FtXB,0.502,0.786,0.255,0,0.65,0.739,169.021,9,-4.378,0,243491,4
331,DJ Khaled Featuring Jay Z & Future,I Got The Keys,51Nwg5wCDDiqcTntgJUlLo,0.686,0.623,0.00287,0.00145,0.219,0.176,140.171,1,-3.425,1,219759,4
